organization_name,department_name,department_name_harmonised
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Leibniz Institute for Prevention Research and Epidemiol-ogy -BIPS,Leibniz-Institut für Präventionsforschung und Epidemiologie - BIPS
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Prevention and Evaluation,Prevention and Evaluation
Leibniz Institute for Science and Mathematics Education,Biology Education,Biology Education
Leibniz Institute for Science and Mathematics Education,Educational Research and Educational Psychology,Educational Research & Educational Psychology
Leibniz Institute for the Analysis of Biodiversity Change,LIB Hamburg),Leibniz Institute for the Analysis of Biodiversity Change
Leibniz Institute for the Analysis of Biodiversity Change,LIB –,Leibniz Institute for the Analysis of Biodiversity Change
Leibniz Institute for the Analysis of Biodiversity Change,LIB),Leibniz Institute for the Analysis of Biodiversity Change
Leibniz Institute of Atmospheric Physics at the Rostock University,Leibniz Institute of Atmospheric Physics at the University of Rostock,Leibniz-Institute of Atmospheric Physics
Leibniz Institute of Atmospheric Physics at the Rostock University,Leibniz-Institute of Atmospheric Physics at the Rostock University,Leibniz-Institute of Atmospheric Physics
Leibniz-Institut für  Werkstofforientierte Technologien - IWT,"Multiphase Flow, Heat and Mass Transfer","Multiphase Flow, Heat and Mass Transfer"
Leibniz-Institut für Experimentelle Virologie,Integrative Virology,Integrative Virology
Leibniz-Institut für Medienforschung Hans-Bredow-Institut,(Social) Media Observatory,(Social) Media Observatory
Leibniz-Institut für Meereswissenschaften (IFM-Geomar),Physical Oceanography,Physical Oceanography
Leibniz-Institut für Präventionsforschung und Epidemiologie - BIPS GmbH,Epidemiological Methods and Etiological Research,Epidemiological Methods & Etiological Research
Leibniz-Institut für Virologie,Dynamics of viral Structures,Dynamics of viral Structures
Leibniz-Zentrum für Marine Tropenforschung (ZMT) GmbH,Experimental Aquaculture,Experimental Aquaculture
"Leibniz-Zentrum für Marine Tropenforschung GmbH: Bremen, Bremen, DE",WG Experimental Aquaculture,Experimental Aquaculture
Leuphana Universität Lüneburg,1 SWS,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,2 SWS,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,?,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Center for Applied Health Science,Center for Applied Health Sciences
Leuphana Universität Lüneburg,Center for Digital Cultures (CDC) - Institute for Sociology and Cultural Organisation,Institute for Sociology and Cultural Organization
Leuphana Universität Lüneburg,Center for Methods,Centre for Methods
Leuphana Universität Lüneburg,Centre for Sustainability Management (CSM) Leuphana University,Centre for Sustainability Management
Leuphana Universität Lüneburg,Centre for Sustainability Management#R##N#Leuphana University of Lueneburg,Centre for Sustainability Management
Leuphana Universität Lüneburg,Chair of Sociology of Organization and Culture,Sociology of Organization & Culture Chair
Leuphana Universität Lüneburg,Department of Environmental Sciences,Department of Environmental Sciences
Leuphana Universität Lüneburg,Ecosystem Functions,Ecosystem Functions
Leuphana Universität Lüneburg,Faculty Sustainability,Faculty of Sustainability and Cultural Studies
Leuphana Universität Lüneburg,Faculty Sustainability / Institute for sustainability communication,Faculty of Sustainability and Cultural Studies
Leuphana Universität Lüneburg,Faculty Sustainability Institute of Ecology Leuphana University Lüneburg Scharnhorststr.1 21335 Lüneburg Germany,Institute of Ecology
Leuphana Universität Lüneburg,Faculty of Sustainability,Faculty of Sustainability and Cultural Studies
Leuphana Universität Lüneburg,Faculty of Sustainability Institute of Ecology Leuphana University Lüneburg Lüneburg Germany,Institute of Ecology
Leuphana Universität Lüneburg,Faculty of Sustainability Institute of Ecology Leuphana University Lüneburg Scharnhorststr. 1 D‐21335 Lüneburg Germany,Institute of Ecology
Leuphana Universität Lüneburg,Faculty of Sustainability Sciences,Faculty of Sustainability and Cultural Studies
Leuphana Universität Lüneburg,"Faculty of Sustainability Sciene, Centre for Sustainability Management (CSM)",Faculty of Sustainability and Cultural Studies
Leuphana Universität Lüneburg,"Faculty of Sustainability, Institue of Ecology",Institute of Ecology
Leuphana Universität Lüneburg,Faculty of Sustainablity and Cultural Studies,Faculty of Sustainability and Cultural Studies
Leuphana Universität Lüneburg,IMO,Institute for Management and Organization
Leuphana Universität Lüneburg,INSUGO,Institute of Sustainability Governance
Leuphana Universität Lüneburg,"Innovation Incubator (ERDF/European Regional Development Fund), Graduate School",Innovation Incubator
Leuphana Universität Lüneburg,Institute for Management and Organization,Institute for Management and Organization
Leuphana Universität Lüneburg,Institute for Sustainable Chemistry,Institute for Sustainable Chemistry
Leuphana Universität Lüneburg,Institute of Ecology,Institute of Ecology
Leuphana Universität Lüneburg,Institute of Ecology Leuphana University Lüneburg,Institute of Ecology
Leuphana Universität Lüneburg,Institute of Ecology Leuphana University Lüneburg Germany,Institute of Ecology
Leuphana Universität Lüneburg,Institute of Ecology Leuphana University Lüneburg Lüneburg Germany,Institute of Ecology
Leuphana Universität Lüneburg,Institute of Ecology Leuphana University Lüneburg Scharnhorststr. 1 D‐21335 Lüneburg Germany,Institute of Ecology
Leuphana Universität Lüneburg,Institute of Ecology Leuphana University Lüneburg Scharnhorststr. 1 Lüneburg D‐21335 Germany,Institute of Ecology
Leuphana Universität Lüneburg,Institute of Ecology; Leuphana University Lüneburg; Scharnhorststr. 1; D-21335; Lüneburg; Germany,Institute of Ecology
Leuphana Universität Lüneburg,Institute of English Studies,Institute of English Studies
Leuphana Universität Lüneburg,Institute of Environmental Chemistry Leuphana University Lüneburg Scharnhorststr. 1 Lüneburg D‐21335 Germany,Institute of Environmental Chemistry
Leuphana Universität Lüneburg,Institute of Management & Organization,Institute for Management and Organization
Leuphana Universität Lüneburg,Institute of Sustainability Governance (INSUGO),Institute of Sustainability Governance
Leuphana Universität Lüneburg,Leuphana U. Lüneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Leuphana Universitat Luneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Leuphana University Lueneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Leuphana University of Lueneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Leuphana University of Luneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Leuphana University.,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Leuphana Universit�t L�neburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Leuphana University of Lueneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Lichtenberg-Professor for Provenance Studies - Institute of Philosophy and Art History,Institute of Philosophy and Art History
Leuphana Universität Lüneburg,Project collaboration,Project collaboration
Leuphana Universität Lüneburg,School of Sustainability,Faculty of Sustainability and Cultural Studies
Leuphana Universität Lüneburg,School of Sustainability / Institute of Sustainability Governance (INSUGO),Institute of Sustainability Governance
Leuphana Universität Lüneburg,Social-Ecological Systems Institute,Institute for Social-Ecological Systems
Leuphana Universität Lüneburg,"Team teaching with Paik Nissen, circus pedagogue and director (2 SWS)",Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Univ. Lüneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,Universidad Leuphana de Lüneburg,Leuphana Universität Lüneburg
Leuphana Universität Lüneburg,University of Lüneburg,Leuphana Universität Lüneburg
MARUM,Centre for Marine Environmental Sciences,MARUM
MARUM,Department of Geosciences,Institute of Geosciences
MPI for Marine Microbiology,HGF MPG Joint Research Group for Deep Sea Ecology and Technology,Deep Sea Ecology and Technology
MSH Medical School Hamburg,Department of Psychology,Department of Psychology
MSH Medical School Hamburg – University of Applied Sciences and Medical University,Department of art and arts therapies,Department of Art & Art Therapies
MSH Medical School Hamburg – University of Applied Sciences and Medical University,HAMBURG SCHOOL OF FOOD SCIENCE–Institute of Food Chemistry,Institute of Food Chemistry
MSH Medical School Hamburg – University of Applied Sciences and Medical University,Hamburg School of Food Science—Institute of Food Chemistry,Institute of Food Chemistry
MSH Medical School Hamburg – University of Applied Sciences and Medical University,MSH Medical School Hamburg,MSH Medical School
Maharashtra National Law University Mumbai,Assistant Professor of Economics,Economics
Mahidol University,Bremen Spatial Cognition Center (BSCC),Bremen Spatial Cognition Center
Marine Biodiversity Exploitation and Conservation,GEOMAR—Helmholtz Center for Ocean Research,GEOMAR
Max Planck Institut für Demografische Forschung,Social and Economic Demography,Social & Economic Demography
Max Planck Institute for Comparative and International Private Law,Associate Member,Max Planck Institute for Comparative and International Private Law
Max Planck Institute for Comparative and International Private Law,International Max Planck Research School on Earth System Modeling,International Max Planck Research School of Earth Systems Modelling
Max Planck Institute for Comparative and International Private Law,International Max Planck Research School on Earth System Modeling (IMPRS-ESM),International Max Planck Research School of Earth Systems Modelling
Max Planck Institute for Marine Microbiology,Biogeochemistry,Biogeochemistry
Max Planck Institute for Marine Microbiology,Marine Isotope Geochemistry,Marine Isotope Geochemistry
Max Planck Institute for Meteorology,Atmosphere in the Earth System,Atmosphere in the Earth System
Max Planck Institute for Meteorology,Ocean in the Earth System,Ocean in the Earth System
Max Planck Institute for Meteorology,Physics of the Oceans & Climate Dynamics,Physics of the Oceans & Climate Dynamics
Max Planck Institute for Plasma Physics - Greifswald,Max-Planck-Institut für Plasmaphysik 1,Institute for Plasmaphysics
Max Planck Institute for Plasma Physics - Greifswald,Max-Planck-Institut für Plasmaphysik Teilinstitut Greifswald,Institute for Plasmaphysics
Max Rubner-Institut Standort Kiel,Department of Microbiology and Biotechnology,Department of Microbiology and Biotechnology
Max-Planck-Institut für Plasmaphysik Teilinstitut Greifswald,Stellarator-Dynamik und -Transport,Institute for Plasmaphysics
Medical School Hamburg,Department of Psychology,Department of Psychology
Medical University Lübeck,Immunology and Transfusion Medicine,Immunology & Transfusion Medicine
Medical University Lübeck,Pediatrics,Pediatrics
Medizinisches Laserzentrum Lübeck (Germany),Medical Laser Center Luebeck,Medical Laser Center Lübeck GmbH
Millennium Institute of Oceanography,Departamento de OceanografÃ­a,Departamento de Oceanografía
Ministry of Water Resources of the People's Republic of China,State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau Northwest A&amp;F University Yangling China,State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau
Municipal Administration Kiel,Partnerschaft für Demokratie in Kiel,Partnerschaft für Demokratie in Kiel
Museum am Rothenbaum,Biocenter Grindel und Zoological Museum,Biocenter Grindel and Zoological Museum
Museum am Rothenbaum,Center of Natural History,Center of Natural History (CeNak)
Museum am Rothenbaum,Centrum für Naturkunde (CeNak),Center of Natural History (CeNak)
Museum am Rothenbaum,Centrum für Naturkunde (CeNak)–Center of Natural History,Center of Natural History (CeNak)
NOAA Pacific Marine Environmental Laboratory,Leibniz‐Institut für Meereswissenschaften an der Universität Kiel (IFM‐GEOMAR),GEOMAR
National Institute of Advanced Industrial Science and Technology,AIST),AIST
National Taiwan Ocean University,GEOMAR: Helmholtz Center for Ocean Research,GEOMAR
National Taiwan Ocean University,Institute of Earth Sciences Academia Sinica Taipei Taiwan,Institute of Earth Sciences
Next Energy EWE Research Center for Energy Technology,Photovoltaics,Photovoltaics
ORCID,Anne Christin Rahn,ORCID
ORCID,Lori Rhudy,ORCID
ORCID,Peter Nydahl,ORCID
ORCID,Sheena Ramazanu,ORCID
Ocean University of China,Helmholtz Centre for Ocean Research at Kiel University (GEOMAR),GEOMAR
Ocean University of China,Key Laboratory of Physical Oceanography; ; Qingdao Shandong China,Key Laboratory of Physical Oceanography
"Organization for Science, Education and Global Society",Scientific Department,Scientific Department
Pacific International Center for High Technology Research,Leibniz‐Institut für Meereswissenschaften an der Universität zu Kiel (IFM‐GEOMAR),GEOMAR
Queen's University Belfast,GEOMAR Helmholtz-Zentrum für Ozean-forschung Kiel,GEOMAR
Royal Netherlands Institute for Sea Research,MARUM – Center for Marine Environmental Sciences,MARUM
Royal Netherlands Institute for Sea Research,MARUM-Center for Marine Environmental Sciences; Bremen University; Bremen Germany,MARUM
Russian Academy of Sciences,GEOMAR Helmholtz Center for Ocean Research,GEOMAR
Russian Academy of Sciences,GEOMAR&ndash,GEOMAR
Schön Klinik Hamburg Eilbek,Department of Psychosomatic Medicine and Psychotherapy University Medical Centre Hamburg‐Eppendorf,Department of Psychosomatic Medicine and Psychotherapy
Second Institute of Oceanography,GEOMAR Helmholtz Centre for Ocean Research Kiel Kiel Germany,GEOMAR
Sichuan University,Energy Research Center of Lower Saxony (EFZN),Energy Research Centre of Lower Saxony
Sichuan University,Mental Health Center,Mental Health Centre
Sobell House,Annu Aggarwal and Susanne A. Schneider contributed equally and are shared first authors for this article.,Sobell House
Sorbonne Université,GEOMAR Helmholtz-Centre for Ocean Research Kiel,GEOMAR
Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),GEOMAR Helmholtz Centre for Ocean Research Kiel Kiel Germany,GEOMAR
Stockholm University,https://dx.doi.org/7675 Stockholm Sweden,Stockholm University
Swiss Federal Institute of Aquatic Science and Technology,Leibniz-Institute of Marine Science IFM-GEOMAR,GEOMAR
Swiss Tropical and Public Health Institute,Current address: GEOMAR Helmholtz Centre for Ocean Research Kiel,GEOMAR
Technical University of Applied Sciences Lübeck,Department of Architecture and Civil Engineering,Department of Architecture & Civil Engineering
Technical University of Applied Sciences Lübeck,Department of applied natural sciences,Department of Applied Natural Sciences
Technical university of Hamburg,Institute of Geo-Hydroinformatics,Institute of Geo-Hydroinformatics
Technische Universität Clausthal,Business Administration and Environmental Management,Business Administration & Environmental Management
Technische Universität Clausthal,China-Kompetenzzentrum,China Competence Center
Technische Universität Clausthal,College of Earth Science,College of Earth Sciences
Technische Universität Clausthal,Computer Science Deperatment,Department of Computer Science
Technische Universität Clausthal,Energy Research Center of Lower Saxony (EFZN),Energy Research Centre of Lower Saxony
Technische Universität Clausthal,Forschungszentrum Energiespeichertechnologien,energy storage technologies Centre
Technische Universität Clausthal,Geomechanics and Disposal Technology,Geomechanics & Disposal Technology
Technische Universität Clausthal,Geoscience,Geosciences
Technische Universität Clausthal,Inst. of Non-Metallic Materials,Institute of Non-Metallic Materials
Technische Universität Clausthal,Institut für Metallurgie,Metallurgy
