short,long,llm_confirmed
Universiteit Leiden,University of the Philippines Cebu,FALSE
Universiteit Leiden,Universität Duisburg-Essen,FALSE
Netherlands Institute for the Near East,Netherlands Institute for Radio Astronomy,FALSE
Universiteit Gent,Universität Bremen,FALSE
Universiteit Gent,Universität Rostock,FALSE
Universiteit Gent,Universität Hamburg,FALSE
Universiteit Gent,Universität Greifswald,FALSE
Universiteit Gent,Universitätsmedizin Greifswald,FALSE
Universiteit Gent,University of Cologne,FALSE
Universiteit Gent,University of Tübingen,FALSE
Universiteit Gent,University of Toronto,FALSE
Universiteit Gent,University of Iceland,FALSE
Universiteit Gent,University of Reading,FALSE
Universiteit Gent,University of Nottingham,FALSE
Universiteit Gent,University of Liège,FALSE
Universiteit Gent,University Medical Center,FALSE
Universiteit Gent,University College London,FALSE
Universiteit Gent,University of Aberdeen,FALSE
Universiteit Gent,University of Duisburg-Essen,FALSE
Universiteit Gent,University of Göttingen,FALSE
Universiteit Gent,University of Bonn,FALSE
Universiteit Gent,Universitat de Barcelona,FALSE
Universiteit Gent,University Hospital Cologne,FALSE
Universiteit Gent,University of Vienna,FALSE
Universiteit Gent,University of Geneva,FALSE
Universiteit Gent,Université d'Angers,FALSE
Universiteit Gent,Universitätsmedizin Rostock,FALSE
Universität Ulm,Universiteit Gent,FALSE
Universiteit Gent,University of Leicester,FALSE
Universiteit Gent,University of St.Gallen,FALSE
Universiteit Gent,University of Alicante,FALSE
Universiteit Gent,Universitäts Hautklinik Kiel,FALSE
Universiteit Gent,University of Bergen,FALSE
Universiteit Gent,University of Maine,FALSE
Universiteit Gent,Université de Perpignan,FALSE
Universiteit Gent,University of Crete,FALSE
Universiteit Gent,University of Guam,FALSE
Universiteit Gent,Universitat Jaume I,FALSE
Universiteit Gent,University of Groningen,TRUE
Universiteit Gent,University of Siegen,NA
Universiteit Gent,University of Chittagong,NA
Universiteit Gent,University of Cambridge,NA
Universiteit Gent,University of Washington,NA
Universiteit Gent,Université Paris Sciences et Lettres,NA
Universiteit Gent,Universität Innsbruck,NA
Universiteit Gent,University of Connecticut,FALSE
Universiteit Gent,Universitat de Lleida,FALSE
Universiteit Gent,University of Bern,FALSE
Universiteit Gent,University of Twente,FALSE
Universität Trier,Universiteit Gent,FALSE
Universiteit Gent,University of Tartu,FALSE
Universiteit Gent,University of Ghana,FALSE
Universiteit Gent,Universidad de León,FALSE
Universiteit Gent,Université de Rennes,FALSE
Universiteit Gent,University of Kent,FALSE
Universiteit Gent,University of Bologna,FALSE
Universiteit Gent,University of Regensburg,FALSE
Universiteit Gent,Universitat de Girona,FALSE
Universiteit Gent,University of Otago,FALSE
Universiteit Gent,University of Denver,FALSE
Universiteit Gent,University of Exeter,FALSE
Universiteit Gent,University of Edinburgh,FALSE
Universiteit Gent,Université Gustave Eiffel,FALSE
Universiteit Gent,Universidad Intercontinental,FALSE
Universiteit Gent,University of Michigan,FALSE
Universiteit Gent,University of Trieste,FALSE
Universiteit Gent,University Hospital Regensburg,FALSE
Universiteit Gent,University of Gothenburg,FALSE
Universiteit Gent,Universiti Malaysia Terengganu,FALSE
Universiteit Gent,University of Magdalena,FALSE
Universiteit Gent,University of Venda,FALSE
Universiteit Gent,University of the Free State,FALSE
Universiteit Gent,Universität Stuttgart,FALSE
Universiteit Gent,Universität Münster,FALSE
Universität Wien,Universiteit Gent,FALSE
Universiteit Gent,University of Bremen,FALSE
Universiteit Gent,University College Dublin,FALSE
Universiteit Gent,Universität zu Köln,FALSE
Universiteit Gent,Universität Heidelberg,FALSE
Universiteit Gent,Universitat Hamburg,FALSE
Universiteit Gent,Universität Duisburg-Essen,FALSE
Universiteit Gent,University of Western Australia,FALSE
Universiteit Gent,University of the Basque Country,FALSE
Universiteit Gent,Universiteit Leiden,FALSE
Indian Institute of Science Bangalore,Indian Institute of Technology Kharagpur,FALSE
Indian Institute of Technology Madras,Indian Institute of Technology Kharagpur,FALSE
Indian Institute of Technology Jodhpur,Indian Institute of Technology Kharagpur,FALSE
Indian Institute of Technology Hyderabad,Indian Institute of Technology Kharagpur,FALSE
Indian Institute of Tropical Meteorology,Indian Institute of Technology Kharagpur,FALSE
Indian Institute of Technology Kharagpur,"Indian Institute of Science Education and Research, Bhopal",FALSE
Indian Institute of Technology Bombay,Indian Institute of Technology Kharagpur,FALSE
Indian Institute of Technology Roorkee,Indian Institute of Technology Kharagpur,FALSE
Indian Institute of Technology Delhi,Indian Institute of Technology Kharagpur,FALSE
Queen Mary Hospital,Queen Mary University of London,FALSE
Queen Mary University of London,Queensland University of Technology,FALSE
University of Zurich,University of São Paulo,FALSE
University of Stuttgart,University of São Paulo,FALSE
University of São Paulo,University of South Australia,FALSE
University of Alberta,University of São Paulo,FALSE
University of Cologne,University of São Paulo,FALSE
University of Baghdad,University of São Paulo,FALSE
University Hospital Ulm,University of São Paulo,FALSE
University of São Paulo,University of Newcastle Australia,FALSE
University of Konstanz,University of São Paulo,FALSE
University of São Paulo,University of Southampton,FALSE
University of Toronto,University of São Paulo,FALSE
University of São Paulo,University of Copenhagen,FALSE
University of Iceland,University of São Paulo,FALSE
University of Reading,University of São Paulo,FALSE
University of São Paulo,University of Nottingham,FALSE
University of Oxford,University of São Paulo,FALSE
University of Liège,University of São Paulo,FALSE
University of São Paulo,University of Wisconsin–Madison,FALSE
University of São Paulo,University of Faisalabad,FALSE
University of São Paulo,"University of California, Los Angeles",FALSE
University of Erfurt,University of São Paulo,FALSE
University of Malaya,University of São Paulo,FALSE
University of São Paulo,University of Central Asia,FALSE
University of Aberdeen,University of São Paulo,FALSE
University of Szczecin,University of São Paulo,FALSE
University of São Paulo,University of Colorado Boulder,FALSE
University of Iowa,University of São Paulo,FALSE
University of Nairobi,University of São Paulo,FALSE
University of Hyderabad,University of São Paulo,FALSE
University of Münster,University of São Paulo,FALSE
University of Auckland,University of São Paulo,FALSE
University of Liverpool,University of São Paulo,FALSE
University of Freiburg,University of São Paulo,FALSE
University of Oslo,University of São Paulo,FALSE
University of Helsinki,University of São Paulo,FALSE
University of São Paulo,University of St Andrews,FALSE
University of São Paulo,University of Technology Malaysia,FALSE
University of Bonn,University of São Paulo,FALSE
University of São Paulo,University of Pennsylvania,FALSE
University of São Paulo,"University of California, Davis",FALSE
University of Utah,University of São Paulo,FALSE
University of São Paulo,"University of California, Santa Cruz",FALSE
University of São Paulo,University Hospital Cologne,FALSE
University of Sheffield,University of São Paulo,FALSE
University of Vienna,University of São Paulo,FALSE
University of Geneva,University of São Paulo,FALSE
University of São Paulo,University of Hawaii System,FALSE
University of Agder,University of São Paulo,FALSE
University of São Paulo,University of Saskatchewan,FALSE
University of Guelph,University of São Paulo,FALSE
University of São Paulo,University of Birmingham,FALSE
University of Kassel,University of São Paulo,FALSE
Universität Ulm,University of São Paulo,FALSE
University of Macerata,University of São Paulo,FALSE
University of Delaware,University of São Paulo,FALSE
University of São Paulo,University of Southern Denmark,FALSE
University of Basel,University of São Paulo,FALSE
University of Hohenheim,University of São Paulo,FALSE
University of Bath,University of São Paulo,FALSE
University of Leicester,University of São Paulo,FALSE
University of St.Gallen,University of São Paulo,FALSE
University of Alicante,University of São Paulo,FALSE
